Ulasan,Rating
Jelek bgt namanya,1
oke gass oke gasss,5
Sangat bgs bisa liat info yg bgs,5
Pada saat mendaftar saya menggunakan masuk ke google tapi malah keluar sendiri,1
Woi perbaikilah cara login nya,1
Aplikasi rusak mau daftar aja sulitnya minta ampun,1
"Even logging in is very difficult, if you don't intend to make an application, don't make it stupid!!!",1
Aplikasi paling jelek👹👺👹👺,1
Belakangan ini sering terjadi kesalahan teknis sangat lambat ada apa?,5
"Jadi gak jelas semenjak dibeli elon mask, scroll musti bayar kalau gak dibatasi, akun gw tiba² di suspend permanen pdhal cuma buat pdhal kaga ngapa²in, susah bikin akun baru",1
Bug post,3
Banyak bokep nya hahaha,5
Susah buat akun baru 😔,1
taiii,1
buat login aja susah amat... aplikasi sampaj,2
Tidak masuk akal,1
"Kurang suka, soalnya sering kerefresh sendiri :(",2
Wo aplikasi ini sangat cocok baguss Gk sia sia mendownload nya Tq my boss 🥰,5
Apk nya gajelas aneh gabisa login terus ada tulisannya kesalahan teknis pas download ulang juga begitu burik betul coba di perbaikin,1
Bug......,1
Berita yang baru,5
"Kapan yah ini Twitter bisa verifikasi nomer telepon?, tolong untuk developer lokal segera perbaiki sistem Twitter, karena banyak pengguna user x yang mengeluh mengenai keluhan yang gabisa setting nomer telpon di apk x",4
elon tolong Ga bisa masuk?,2
Ampun dahh macet gkbsa update gangguan mulu oiy,1
"Susah buat login😭, padahal pengen bgt aplikasi ini",1
"Mau daftar susah, pakeakun lama juga susah mau ganti sandinya. Payah bgt",1
Saya mengalami masalah dimana notifikasi saya tidak menampilkan apapun meskipun saya sudah mengaktifkan notifikasi untuk beberapa akun.,2
udh coba pke 2 nomor berbeda ttp aja ga bs daftar mksd nya apa sih?,1
Nge lag,2
"saya udah download ini udah dari lama, tapi ketika saya mencoba daftar tetapi selalu saja tidak bisa lewat nomer telepon, tolong diperbaiki saya ingin baca AU author 🙏🙏🙏",1
Makin gk jelas ajah buka dm keluar-keluar mulu 🤮,1
"Timeline sering tidak update padahal koneksinya pun bagus, ganti koneksi pun sama saja...",1
"Aneh banget, padahal gk ngapa²in tiba² akunnya dikunci.",1
Tolong ini mengapa ingin masuk ke x sdh semuanya tinggal nomer knp tidak bisa?? Tolong penjelasan,1
"Rindu aja gitu pas masih jadi Twitter, sekarang banyak bugnya, aku ingat banget mosting tanggal 29 Desember 2021 tapi di aplikasi sekarang mentok sampai April 2022.. Dengan kata lain postinganku yang lalu gone.",3
Gw ga bisa login kenapa anj,1
"tidak bisa daftar akun,ketika masukin no hp malah gak bisa no hp di tolak terus mohon di perbaiki",1
Beritanya aktual dan cepat 👍🏻👍🏻mudah aksesnya....,5
"Twitter lagi kanapa sih kok saya cobak masukin akun saya enga bisa ya,, ayo dong buruan bisa saya mau masukin akun Twitter saya nih",2
Twitter ganti simbol buat penyamaran,5
Kalo nonton vidio suka ngeleg padahal sinyal bagus,1
"Ga jelasssssssss, jaringan sy lancarrr, tpi pas buka X malah ga bisaa, foto2 ga bisa di buka, video loading trs, ""Coba Lagi"" trussss pdhal buka apk lain bisaaa, knp buka X malah ga lancarrrrrrrrrrrrrr",1
"Sangat bagus, sangat cocok untuk informasi tentang sosial..",5
Buka aplikasi ini terkadang muter terus. Tidak keluar poatingannya. Padahal dicoba pada aplikasi lain baik2 saja,1
"Ga bisa login, apk rusakk!!",1
jadi tambah semangat,5
masa gw mau masuk ke X malah ada kesalahan Mulu aneh banget. Perbaikin.,1
"bagus, minus di daftar nya susahh nya",4
"apalah mau login aja di persulit!!!,udh pakai 3 nomor jg ttp gbsa,pdhl nomor mqsih aktif semua, ANEH!",1
Akun lama pake yahoo gabisa login memeq,1
Aplikasi ajg. Gk usah di download. Aplikasi GK jelas ajing. Aku mw masuk pake email ku malah GK ada menu nya biasanya si ada ini GK ada lgi. Aplikasi ajg jgn di download,1
SANGAT BURUK! KEMBALIKAN APLIKASI TWITTER YG DULU!,1
"Jangan didownload performa (x) sangat buruk, lebih baik masih jadi twittet dulu",1
apaan bgt si malah jdi gini susah juga buat daftar bnr bnr yg dulu cih,1
Bagus sip,5
Kayaknya ada bug tiap buka sebelumnya lancar tapi tiba tiba malah pending. Buka ig yutub malah bisa,1
"Aplikasi gak jelas , gak bisa buat login",1
Tolong di permudah buat yang lupa sandi sama nama nya. Noner nya juga gak bisa menerima kode,1
Apknya bagus tapi banyak bug tolong perbaiki GK bisa dan selalu gagal mengirim postingan,4
tdk bs masuk ke akun saya dan byk skli bug nya,1
"Video gak bisa di putar, posting foto gak bisa sekaligus seperti FB dan IG. Payah...",1
FanaMationU SmgTcll,5
Kok udah ngak bisa login,1
yh sangat keren q menemukan banyak teman online 😎,3
Okey👍,5
Gjls setiap mau buat akun daftarin nomor selalu gk bisa,2
Kenapa sih mau daftar tapi nomor hp nya gabisa terus udah coba nomor hp lain tetep gabisa,1
Ssah masuk.dafyar ribet preet,2
"tidak bisa membuat akun, eror terus",1
"Jelek bgt suka error, bikin emosi. Mana sensitif bgt suka ngesus akun tiba-tiba.",3
"Knp selalu terjadi kesalahan terjadi kesalahan terus ,untuk mendaftarkan no telpn",1
"BODO TOLOL GA GUNA,BIKIN AKUN AJA DIPERSULIT,UDH JADI AKUN TIBA TIBA KENA SUSPENSE 😡😡😡😡😡",1
Aplikasi jelek parah udah bagus akun Twitter dulu malah di ganti ama aplikasi jelek ini,1
Sering lalod dan g update,2
Sudah berkali kali tidak tertarik dan tidak suka pada beberapa postingan yang tidak relevan malah secara otomatis muncul lagi postingan2 seperti itu.,1
mantap X😋😋💦,5
Operator e ngantukan,1
"Ini gila sih, akun gw gak bisa di buka lagi. Padahal sudah berapa tahun tidam log in lagi, mau log in lagi malah stuck. Ini akun gw dari tahun 2011 loh. Parah !!! Ketika mau masuk pakai email & no handphone malah loading lama gak.",1
"entah kenapa twitter dulu sama sekarang tuh beda banget, sekarang klo mau daftar ribet banget. Dulu daftar gampang banget, makin gembel twitter lama""",1
lemottt,1
Bukanya logo X it lambang porno.?,1
penurunan kualitas pemuatan,2
Kenapa Menjadi Tidak Jelas Twitter Sekarang???,1
Mau login aja susah pea udah bener semua ttp ga bisa pea pea,1
Sekarang jadi tiba tiba iklan walau tidak membuka aplikasi,1
uninstal,1
Tidak dapat dipakai slalu terjadi ksalahan,1
Maksudnya apa ya kok aku masuk pake google gak bisa terus bikin akun pas masuk email salah padahaal dah bener pihak X mohon perbaiki masalah masalah ini ya makasih,1
"ini kenapa akunku ditangguhkan, perasaan ga dibuat macem macem",3
"Saya baru membuka akun X lama saya tetapi menjelang minggu ke 3 saya membuka akun tersebut tiba tiba akun saya terkena suspend dan di bilang bahwasanya saya melanggar peraturan X padahal saya tidak melanggar salah satu peraturan manapun. Saya sudah ajukan banding dengan pihak X tetapi tidak ada titik tengah nya dan satu permasalahan lagi, mengapa saya tidak bisa mengganti profile picture akun X saya padahal sudah saya ganti berkali kali. Mohon penjelasan dari pihak X terima kasih.",3
App berbayar ternyata,1
X is keren,5
Sumpah elon tolol banget semenjak di pegang dia jdi kgk kerawat junk mending di pegang owner yg dlu dah sialan,1
pengen bikin akun Twitter aja nga bisa gmn mau make nya,1
"Bug dimana mana cok, sampah",1
Mantappp👍👍,5
bagus...,5
"Apk ga jelas. Udah login pakai akun sendiri, kata sandi benar tetap ga bisa masuk. Buat akun baru malah nomornya ga bisa. Masih lebih baik twitter yg dulu daripada sekarang!!",1
anj dri kmaren gbisa login,1
ga bisa masuk anjrt napa si,2
"Akun sya d apl ini tiba² di tangguhkan secara permanen,Sya sangat kecewa😓😓",1
Kenapa sekarang mlah kebanyakan loding kaga kebuka kebuka.,3
CARA DAFTARNYA SULIT DAN DI PERSULIT APA LAGI NOMOR HP APAPUN GAK BISA BAHKAN SAYA SAMPE PAKE NOMOR NENEK SAYA TETAP GAK BISA,1
Aplikasi nya bagus banget! 👍,5
"pdhl no udh bener tpi GK bisa pake yg lain jg gk bsa, aneh.",1
Om elon musk beli roblox dong terus kasi semua player 100 robux,5
Lag only in Twitter 😡😡😡,1
Membabtu juga untuk megenal semua orang,4
Ardi,5
tolonglah jangan baperan min. my account got suspend. and i've sent account recovery. but there's no answer. plsssss i wanna use my X account!!!! give me back my account. i didnt do anything wrong. if i am. pls forgive me and i wont ever do wrong anymore. pls pls X.,1
nice qpl,5
liat bintang?,4
Ini buat daftar akun aja di persulit gini😂 apalah,1
Speechless,5
Aplikasinya bagus klo gw gabut sih kadang liat tiktok terus y nonton ini ini bagus kok aplikasinya gw kasih bintang 5,5
"bagus apk ini bagus untuk bndar bkp seperti saya 🗿,tapi sayang nya akhir akhir ini akun Twitter saya tiba tiba di tangguhkan padahal saya tidak berbuat apapun saya hanya mencari itu🗿,tiba tiba malah di tangguhkan hadeuuhhh apalaa🥺🤗",4
aplikasi ga jelas yatim mau login g bisa eror,1
mau daftar aja susah hadehhh,1
"knpa ga bisa login lewat google, biasanya jg bisa ,tolong di perbaiki.",1
Terbaik lahh,5
Akun saya ilang mulu apk x ini lalu sering verifikasi hampir 1 minggu 4 kali tolong dong perbaiki terimakasih,1
Saya sangat suka dengan x,4
Alhamdullilah,5
DAFTAR NOMOR HP TIDAK BISA,1
Gak bisa login👎👎👎👎,1
Ini aplikasi rusak kah? Saya mau daftar tidak bisa. tolong segera di perbaiki,1
susah di buka untuk baru baru ini jadi kurang joozx,4
Internet normal tapi sering hanya x yang tidak bisa tersambung ke internet.,1
Elon babi,1
Kenapa akhir akhir ini tidak bisa di buka?,1
"Setiap buka aplikasi, suka tidak bisa memuat timeline. Lama banget loadingnya. Kembalikan twitter yang dulu",1
It's hard to create an account. Always if you enter a phone number it doesn't always come back. Please fix it so that creating an account isn't difficult. I hate this. I've tried several times but it still doesn't work.,2
kesalahan teknis bg,1
Jelekk kesalahan tehnik saja,1
Tidak bisa login kntl,1
Jangan dikit2 di kunci dong akun nya,1
saya tidak bisa login,1
Very entertaining,5
Cukup baik,3
odgj ga bisa masuk masuk😡,1
Aneh saat mau verikasin no saya tidak bisa,1
gbs login.,1
"Jaringan bgs, mlh gk bsa di bka",2
Luar binasa,5
makin kesini x makin berantakan,1
"untuk keseluruhannya si ok cuma video"" yg sensitif kyk org"" yg kena korban itu tolong di sensor,kalo tidak tolong di report soalnya kasian org"" yg mentalnya ga kuat liat kyk gtuan dan juga kalo lagi liat video lama di satu akun/stalk jgn ke refresh dongg tolongg ya",2
"Tidak bisa dibuka sama sekali.bilangnya email, nomor telepon salah.padahal sebelum2 bisa dibuka",1
"saya tidak bisa login ke akun saya, mungkin terlalu sering keluar masuk akun atau di tempat yang berbeda. ini sangat mengganggu saya.. bagaimana cara memperbaiki nya...?",2
It's ok,4
star...,4
g berguna,1
Ini kenapa tiba tiba akun saya di tangguhkan padahal saya jarang buka. saat di buka tiba tiba dapat notif akun di tangguhkan. Mohon pihak aplikasi sistimnya di benahi,3
Sangat senang mudah dapat info apa aja tinggal klik info apa yg di butuhkan,5
"Baru download mau daftar, masukin no hp malah gak bisa, padahal coba 2 nomor yang masih aktif dan ada pulsa tapi gak bisa didaftarin, maksudnya gmnaa",1
Ga bisa login kocak,1
Apk nya sangt jelek banget dan jugak ngelek,1
bagus ajaa,5
"jelek banget sekaranggggg, masa tiba tiba twit aku ga bisa kebuka, kalo diklik pasti keluar sendiri uda di diemin sehari tetap aja ga bisa jugaa",2
"Makin kesini makin gajelas, banyak bug nya!!",1
Wuanjayyy,1
Mas melon gimana udh bagus namanya twitter malah diganti x goodbye x hello treads,1
tobat bro jangan suka nonton pekob disini 🗿,5
Kalau bisa tambahin fitur translate biar mengerti bahasa asing,4
X suka bercanda mau login aja gk bisa bikin gemes,1
"Gatau ini bug apa bukan,tapi semua video tidak bisa di putar",1
Apk gak jelas mending hapus aja,1
Bisa digunakan,5
Bagusan Twitter yg dulu dibanding X,1
qplikasi tolol banyak gagal nya,1
SEMENJAK DIPEGANG ELON SEKARANG RAWAN DI TANGGUHKAN PADAHAL GAK MELAKUKAN APA2 TIBA2 LANGSUNG DISUSPEN PAYAH👎👎👎,1
ʙᴀɢᴜs ʙᴀɴʏᴀᴋ ʙᴀɴɢᴇᴛ ᴋᴇsᴇʀᴜᴀɴ ᴛᴇɴᴛᴀɴɢ ᴀɴᴊ,5
why is there a bug that the video can't be played and only the photo can be seen?please fix this bug!,1
"Oke ga masalah ama video-video yg emang keputer otomatis di layar tapi masalahnya ini video udah lewat dari layar hape pun masih keputer gitu bukannya stop, jadi suara dari video yg masih keputer tuh ganggu banget. Plis lah udah lama kayak gini, awalnya saya cuekin aja tapi sekarang udah risih banget, masa saya kudu bolak-balik cari video yang udah jauh kelewat cuma buat berhentiin audionya? Rempong banget sumpah.",3
Bintang 4 cukup sih,4
Mantap memuaskan,5
padahal GK ngapain2 tiba2 di suspend aja,1
Makin ancur twiter login aja ribet banget mana kodenya lama banget lagi hapus aja lah nih apk,1
Sodara² bertobatlah.,1
Terima,5
🗿🗿🗿🗿🗿,1
suka di tangguhkan karna hal gak jelas,1
Sangat Baik dan Bagus Sekali...saya suka aplikasi ini 🙏 Banyak Membantu sxxx,5
saye tak tau nak mna respons nye,3
Jlk bet gabisa dftar akun,1
"Buat akun baru susah sekali, alamat gmail sudah benar tetapi tidak terkonfirmasi maaf banget saya uninstall saja, apknya lemot banget",2
"Untuk membuat akun baruu sangattt susaahhh sekalii, dan tidak mendapat kode Verifikasi nya",1
Bagus sekali ini aplikasi sa suka,5
"Apaan ini bug dimana mana,jaringan lancar tapi masih kesalahan teknis,bikin akun baru langsung ditangguhkan,buat apaan kaya gini terus terusan",1
Ketika mau masuk banyak masalah padahal saya sudah kata sandi dan nomor ponsel yang benar tolong diperbaiki ya,1
"Suka ke refresh sendiri jadih gak seru, kehilangan konten jadinya",1
Giler,5
Sama sekali g kebuka,1
Males ngetik,5
Silwa,5
Sekarang jd ribet mau log in atau daftar,1
Kebiasaan suka ga bisa play vidio,1
Cukup bintang👍👍👍,5
"Apk apa ini masa orang mau login ke akun ga bisa mana banyak lagi akun"" yang di tautkan ke game rugi sekali saya login game pake Twitter ni",1
"tidak bisa mendaftar, nomor hp selalu ditolak",1
"Bacotnya, org tinggal. Pake apk nya pun",5
"Maybe I just came out of the cave, really twitter Become X? I used to be disappointed because of my 2BTC coin was stolen by someone twitter staff, And I plan not playing or using twitter anymore. Thank God they all finally got karma. Although I can't enjoy my BTC cion, but I am happy and satisfied,, thank you elon, hopefully this gratitude reaches you 🙏🏼🙏🏼👍🏼 And may all the orphans who are entitled to 50% of the btc be able to forgive them,",5
aplikasi gj,1
Good all,4
"Kecewa bgt, Gue mau bikin akun baru udah beberapa kali nyoba tetap mentok di nomor telpon gak bisa terdftar. Parah ini gada cara lain gitu ? Tolong dipermudah.",1
Tidak bisa membuka aplikasi,1
Sering banget erornya,2
Aplikasi nya bgus,4
Error terus sekarang a,1
Lemooooooot,2
"Makin kesini makin jelek, setiap ke pencarian selalu ada ini bukan kesalahan anda",1
Apk buruk bgt banyak bug gabisa di buka,1
Twitter lol akun sudah terhubung ke sana ke mari malah di tangguhkan minta per mohonan tetap aja akun di tangguhkan ngapain buat aplikasi sangat ke cewa sangat merugikan,1
Kebanyakan verifikasi,1
Bagus jadi banyak teman,5
Apk bego,1
Bug nya tolong dong,1
Sangat bagus sih aplikasi ini,5
Kenapa tidak bisa mendaftar akun baru aplikasi jelek,1
Kasih bintang 1 . Setiap buka vidio susah di putar nya.,1
Saya mau login selalu ga bisa padahal emain dn no hp password udh bener tpi selalu gagal mmng ga bagus ni apk.. harus ditingkat in lgi kualitas ny biar ga bobrok,1
"Tidak bisa daftar akun/mengaitkan nomor HP, dan juga kalo tidak mengaitkan nomor HP akunnya tidak akan jadi sangat buruk",1
kenapa saya tidak bisa masuk di akun saya padahal email saya masih aktif,1
Suspend,1
Saya gak bisa Twitter bilang tutup akun Twitter,1
Tiap verifikasi nomor telepon kok gak bisa terus,1
gacorr wakk,5
Gatau pokeh,1
Kenapa x tidak mau kebuka..selalu nitip lembali,4
Mau masuk susah,1
"kacaw, gua mau nyetel video aja ga ke setel jit",3
Tdk bagus,1
Semoga bermanfaat buat sobat semua yang telah,5
"ini saya bisa download tapi pas instal tidak bisa, memang hp saya atau bagaimana",3
"Kecewa dengan update yg sekarang,karena sudah tidak bisa mengunduh foto/ video bila tidak premium.",1
"APLIKASI GA JELAS UDAH PAKAI WIFI KENCENG MASIH AJA GA BISA NONTON VIDEO, LOADINGNYA GA JALAN NGESTUCK, MANA SERING KE REFRESH SENDIRI ANEHHH!!!!!",1
Gak bisa mutar video,1
Lemot parah padahal jaringan baik baik aja,1
"suka keluar sendiri, kesal banget",1
"Kenapa dengan twitter? Kok ga bisa di buka, selalu out otomatis",5
bisa baca au jir,5
"kaga bisa daftar pake nomor, padahal nomor nya aman ajg",1
Banyak.bokep.nya,5
"apk gk guna,buat bikin akunya doang susahh",1
Anjir jaringan bagus tapi videonya gak bisa di putar kok gini sih sekarang?,1
Ni kenapa ya saat mau login ke google gak bisa ada masalah gitu katanya?,1
Susah buat login,1
"Kenapa jika saya scroll postingan, tiba² refresh sendiri",1
apk ga jelas ngntott daftar aja gbisa gblokkkkk,1
Anehhh kali sumpah,1
Ada masalah pas mau login,1
gak bisa di masukan,5
Kalo jadi aplikasi gausah banyak bug,1
Great!,5
Tolong donk jgn kunci mulu akun sayaa..,4
Kenapa gak bisa di download,1
gbsa login,1
"Parah banget, sikit² main suspend..",1
Tolol daftar aja ribet,1
Saya dapat berita terbaru setiap saat,5
"sebenarnya bagus, hanya kenapa setiap ingin menonton meme di sana harus ada masalah pemutaran video, itu sangat menyebalkan, dan tolong untuk di perbaiki",3
Sering logout sndr.. agak mengganggu..,4
Ada yg ngebug jg ga dari kemarin gabisa ngapa ngapain ?,1
Suka kali ama apk satu ni lumayan lah,5
Woi mau login nomer kok gk bisa?,1
Mantap lurr banyak bokepnya,5
Apa ni bang Elon kok gak bisa masuk aku ke akunkku..kau maen blokir aja..mampus aku kasih 2 bintang,2
"ini kenapa ga bisa muter video dah, tolong benerin dong min",3
"Tolong dong di benerin lagi,masa saya mau daftar susah banget di konfirmasi nya,udah coba beberapa kali ga bisa bisa, males jadi nya.",1
maaf ya kenapa pas login nggak bisa masukin no ku?,1
suma gabisa login bug mulu aneh,1
"banyak vidio buka"" aurat tolong di bened",1
"Apk gublug,daftar akun 100tahun ga bisa""",1
Mas elon kayak melon,5
Bagus untuk menjadikan media sosial yang independen,5
Aplikasi sangat buruk. Selalu mensuspend akun tanpa alasan yang pasti.,1
Kenape ni tak dapat pakai sekarang?,1
Cukup lumayan bagus.. next lebih enokatif lagi...,4
sekarang banyak banget bug nya dan lama biat refresh padahal sinyal kenceng,3
Gak bisa login akun google,1
bertaburan iklan,4
Mantap ni aplikasi,5
Best for elon musk crypto,5
"Aplikasi longor video ga bisa diplay, loading mulu",1
bug muluu,2
Nice n like it,5
Twitter con70l daftar aja di persulit anj9. Tutup aja perusahaan mu.,1
Can't register with phone number,1
Aplikasi lemot gajelas,1
"Apalah lama² jadi gak bagus ni aplikasinya,😩😡",1
"Tempat ngebacot, ngebaper. Kalian bisa ngomong apa aja disini",5
Mantappp lah,5
Lemoottt,1
Tapi ini kok GK bisa masukkan no telepon padahal itu no nya udh sama gimana sih,1
sangat menghibur.. saya suka app iki,5
Mntapppppppppppppp,5
Ga bisa bikin akun maupun masuk akun lama,1
naha nomor tlp abdi te bisa di daftarken,3
This is the trashiest app for me and a few others because of what? Why is this application circulating a lot of sexual videos and you know my age? I just touched 15 years! And you have dirty my eyes BASIC APPLICATIONS ARE USELESS TRASH 👎👎👎🖕🖕,1
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
"kenapa x mau daftar susah ya,klo aplikasi yg lain daftar melaui google mudah ini sulit sekali,seharusnya dipermudah",1
"Verifikasi nomor salah mulu, padahal nomor sudah benar. Gak jelas bgt.",1
menu logout aja dibikin pusing. sosmed paling tolol,1
Lupa twiter saya jadi mau masuk login susah. Bagaimana yah caranya untuk bisa masuk login acun saya lagi?,4
Mengapa saya tidak bisa memutar video,3
Jelek dipegang sama mas melon nih,1
Tolong diperbaikin lgi yg ngeliat atau membuat postingan ini diliat pakai mata yg jelas komen kmi baru liat Poto atau liat video malah refreshing sendiri diliat lah jadi GK nyaman main beginian pihak Twitter liat komen orang tolong diperbaikin,1
aplikasi sih bagus bagus aja tetapi kadang kadang akun x saya terkunci (bukan 1x 2x sudah lebih) tolong tanggapan ya kepada pihak X,5
Cara daftar gimana nying kenapa gak bisa daftar nomor telepon blog,1
Ada kesalahan saat log in,3
Bad,5
"Sorry bangett.. jadi susah buka aplikasi, gabisa mulu kebukanya.. ngirim chat juga lama banget, mending apk sosmed yang lain.. bagusan era twitter",1
"Gak bisa Nge post,apk gak guna",1
Saya beri bintang 4 dlu,4
"bagus, cuma agak sering loading lama klo nonton video",3
"X suka error sekarang. Terkadang setiap saya buka aplikasinya, langsung otomatis logout keluar dari akun. Lalu ketika saya coba login, pasti tidak bisa dan kembali ke opsi ""login/ masuk"". Errornya juga mendadak dan tidak bisa diprediksi. Jadi tolong lah perbaiki dulu aplikasinya supaya tidak sering error begini.",1
sering terulang kembali,1
Kesalahan teknis terus,1
Kenapa mau mencoba buat akun nomer telefonya tidak bisa terdaftar?,2
Tidak bisa bikin akun gara-gara tidak bisa menggunakan nomor handphone pada saat daftar akun. Padahal nomor saya sudah benar tapi tetap tidak dapat menggunakan nomor hp tsb.,1
Sering troubleshoot,1
Gk masuk login jaringan bermasalah biasa nya lancar buka twitter,1
Ga bisa daftar,4
Tolong vidio bokep banyakinnn☺☺☺😋😋😋😋😋😋😋😋,2
Poll,5
"Seru bgt bnyk tentang kehidupan,,",5
APLIKASI GAK JELAS LEMOT,1
Rusak alias kacau ga genah aplikasi ini,1
Oke mantap ....,5
aplikasi paling jelek login aj susahnya minta ampun yg minta ini itulah,1
kesalahan teknis mulu bosen,1
X lbh bagus lagi...keren 👍👍👍,5
bagus banyak pekob,5
Apk ga jelas,1
TWITTER BURUK DALAM MEMBUAT AKUN SANGAT SULIT HARUS ADA KODE AUNTHENTIK SEGALA RIBET,1
"Sering bug, aplikasi close sendiri saat di gunakan, DM tidak berfungsi.",3
"Ketika sedang scroll di bagian media,terkadang malah ke geser ke bagian yang disebelah nya alias swipe kanan kiri nya terlalu Sensitif bagaikan Yandex.",1
video kadang tidak bisa di muat,1
saya baru akan mendownload ulang untuk mencari sesuatu tpi ketika ingin masuk dengan akun google tidak bisa,1
Admin mohon di pertegas,1
"Apk Ga jelas anj, mending hapus aja dari playstore",1
Beritanya hari kejadian lgsg,5
Lagi kirim dm malah kena bug yang sangat2 mengganggu,1
"Sekarang susah untuk putar video, padahal jaringan bagus, tetapi video tetap tidak bis diputar!!!",1
"Please give me a chance, if my Twitter account is suspended, it can still be restored because I don't think there is a spam error. I have submitted an appeal why there is no response at all I am disappointed Elon Musk. you dog",1
Sering lag ga bisa lihat video,1
Sekarang fitur-fitur nya bagus aku suka,5
"Kenapa ngga bisa diputar padahal koneksinya bagus, seera diperhatikan ya",1
BAGUS SEKALI,5
"asmara hancur, au meluncurr",5
Sangat bangus..,5
Mau daftar akun baru aja bertuliskan SAAT INI KAMI TIDAK BISA MENDAFTARKAN NOMOR ANDA 👎 AUTO DELETE APLIKASI TWITTER NYA,1
Ngebug parah bikin kesel tolong lah di perbaikin video nya ngebug trus,5
Bagus untuk berita terupdate juga hiburan,5
Bisa nga?,5
"kenapaa gabisa buka video heeyy, foto, postingan, dan trending lancaarrr😡😡😡",3
Kenapa fitur audionya ga ada sih. Padahal orang² ada.,3
ajg laggg bngt skrng,1
"Banyakkk manfaat, tetapi banyak akun di suspen 😭",5
"What is this, my phone number cannot be verified without explanation",1
Waw bagus banget,4
Tetap pertahankan kualitas yang sudah ada dan kedepannya makin maju lagi,5
Lu sekarang jadi ngelag bgt bangsatt buat lihat videooo asuuu,1
Gak bisa daftarin no telepon udh 2 hari loh,1
"Bang elon, ini video di apk nya ga bisa di play, video apapun ga bisa, server lagi down ap gmn?, banyak orang yang sudah mengalami masalah ini, tolong perbaiki lah bang elon musk, om elon ini ga bisa play video lg om elon, tolong perbaiki lagi",1
Ga jelas. Tranding topik isinya porno semua. Banyak sampah.,2
Parah bugnya,1
Kesalahan pemutaran terus kalo pas buka video,1
"Mau login saja ribetnya minta ampun , udah daftar pake akun gmail , di suruh masukin nomor telpon juga untuk memasukan kode verifikasi , giliran sudah memasukan nomor telpon , ada keterangan nomor tidak terdaftar , nomor salah , padahal nomor telpon yang saya masukan sudah benar dan masih aktif .😡😡😡",1
"Update mulu!!!! 1star ajah jangan banyak""",5
"Sush banget buat login Ga jelas aplikasinya, jangan download ngabisin waktu aj",1
Lumayan buat mencari informasi tentang crypto,5
Akun saya selalu ditangguh,1
Bagus 👍,1
Tolong tambahkan fiture rekomendasikan dan jangan rekomendasikan pada postingann,5
"Videonya kadang bisa di putar kadang endak padahal udah di apus data dan cech, udah di uninstal dan instal lagi, kenapa ya",2
"Gatau tiba2 aja acc aku kena ban ga bisa bikin acc lain, pdhl ga posting aneh2 apalagi melanggar aturan twitt!! Tolongg diperbaiki minn jadi ga bisa liat kabar dari oshi jkt48 aku kan jadinya😡",1
Kenapa tidak bisa memverifikasi nomor ponsel yaa ada masalah dari no ponsel atau ada masalah dari apk ny sendiri,1
ini bukan game tapi ini dusun 18+,1
HILANGKAN REFRESH OTOMATIS!!!,1
Good lah,4
Di perbarui malah bayak iklan yang nongol sangat mengganggu,1
"Mantap,banyak.Bok**nya",5
Apk nya keren di aku tidak ada bug sama sekali mungkin hanya ada di beberapa orang saja,5
Baru aja download tapi gk bisa masuk ke apknya padahal udah bener tapi kodenya gk terkirim,1
"Mau login aja susah, masa gak bisa pakai nomor saat ini sih aneh banget",1
"Semakin update mlh semakin buruk. ngebug, lemot, sering eror!!!",2
Sangat suka dengan aplikasi ini!,5
Pliss gak bisa masuk cuman gara gara no telp pliss x bantu ini dong biar bisa masuk 🙏,3
"Aplikasi ini jelek, burik, nonton video malah gk bisa, uninstall",1
SISTEM LO BOBROK,1
dari kmrin loading terus males jdnya .. tolong perbaiki donk min .,1
Film tersebut dibintangi tak pernah mengecewakan aku,5
Kenapa setiap masuk fitur DM langsung force close?,3
"ini aplikasi sosmed yang paling aku suka sih soalnya lengkap buat cari apapun, dari baca au sampe nyari hal yang kita mau. banyak yang bilang kena bug tapi alhamdulilah aku ga kena bug dari app ini, tapi kadang suka ngeleg tiba tiba sih. pokonya app ini bagus deh aku kasih bintang 4 3__3",4
Saat saya akan mendaftar di dalam aplikasi saya tidak bisa memasukan nomor hp saya. Tolong diperbaiki,1
daftar aplikasi ny ribet bnget,1
"Ini aplikasi update terus tapi gak berubah jadi lebih baik, kadang buka video lama, buka kolom komen lama padahal jaringan bagus. Juga pas buka apk X nya pasti selalu ke refresh sendiri",2
gbs ganti tgl lahir dr dlu,1
Memberi pengetahuan yg dalam,5
gatau belum nyoba,1
Banyak bug bikin emosi,1
saya tidak bisa mendaftar di X dengan alasan bahwa nomor telpon saya belum didaftarkan padahal kan pengen banget main X,1
Kadang kadang vidio nya gak bisa di putar,1
Keren sihhh,5
Bisa. Buat nonton .malem,5
Apk ini sangat bikin bug susah sekali sangat tidak bgus,1
Hiburan Hahaha,5
"aplikasi tolol, mau login in akun lama gak bisa minta verifikasi pake nomor gak bisa, buat akun baru juga gak bisa pas isi nomor baru katanya tidak bisa mendaftarkan nomor ini, kalo gak niat bikin aplikasi hapus ajalah gak guna sumpah",1
Ngecrash mulu. Sangat mengganggu,2
Karna aku suka,5
Apa si kok tiba-tiba ga bisa login aneh bangettt,1
